tai04_04_01.txt,79
tai04_04_02.txt,171
tai04_04_03.txt,237
tai04_04_04.txt,244
tai04_04_05.txt,273
tai04_04_06.txt,222
tai04_04_07.txt,203
tai04_04_08.txt,136
tai04_04_09.txt,212
tai04_04_10.txt,145
tai05_05_01.txt,201
tai05_05_02.txt,230
tai05_05_03.txt,239
tai05_05_04.txt,317
tai05_05_05.txt,286
tai05_05_06.txt,258
tai05_05_07.txt,280
tai05_05_08.txt,227
tai05_05_09.txt,310
tai05_05_10.txt,245
tai07_07_01.txt,338
tai07_07_02.txt,397
tai07_07_03.txt,380
tai07_07_04.txt,399
tai07_07_05.txt,317
tai07_07_06.txt,437
tai07_07_07.txt,381
tai07_07_08.txt,358
tai07_07_09.txt,393
tai07_07_10.txt,358
tai10_10_01.txt,545
tai10_10_02.txt,458
tai10_10_03.txt,469
tai10_10_04.txt,489
tai10_10_05.txt,524
tai10_10_06.txt,463
tai10_10_07.txt,482
tai10_10_08.txt,472
tai10_10_09.txt,472
tai10_10_10.txt,453
tai15_15_01.txt,758
tai15_15_02.txt,748
tai15_15_03.txt,688
tai15_15_04.txt,719
tai15_15_05.txt,843
tai15_15_06.txt,638
tai15_15_07.txt,702
tai15_15_08.txt,734
tai15_15_09.txt,761
tai15_15_10.txt,767
tai20_20_01.txt,916
tai20_20_02.txt,989
tai20_20_03.txt,994
tai20_20_04.txt,1021
tai20_20_05.txt,1020
tai20_20_06.txt,1015
tai20_20_07.txt,1091
tai20_20_08.txt,992
tai20_20_09.txt,987
tai20_20_10.txt,1044
j3-per0-1,823
j3-per0-2,1493
j3-per10-0,720
j3-per10-1,693
j3-per10-2,1221
j3-per20-0,878
j3-per20-1,916
j3-per20-2,1122
j4-per0-0,1047
j4-per0-1,1173
j4-per0-2,1131
j4-per10-0,774
j4-per10-1,1182
j4-per10-2,1067
j4-per20-0,1040
j4-per20-1,1142
j4-per20-2,1057
j5-per0-0,908
j5-per0-1,1042
j5-per0-2,1098
j5-per10-0,1125
j5-per10-1,967
j5-per10-2,1052
j5-per20-0,1027
j5-per20-1,997
j5-per20-2,822
j6-per0-0,838
j6-per0-1,1171
j6-per0-2,1153
j6-per10-0,982
j6-per10-1,1035
j6-per10-2,876
j6-per20-0,922
j6-per20-1,989
j6-per20-2,978
j7-per0-0,996
j7-per0-1,1015
j7-per0-2,1060
j7-per10-0,937
j7-per10-1,1004
j7-per10-2,1006
j7-per20-0,826
j7-per20-1,838
j7-per20-2,979
j8-per0-1,952
j8-per0-2,1001
j8-per10-0,1035
j8-per10-1,940
j8-per10-2,972
j8-per20-0,973
j8-per20-1,837
j8-per20-2,895
GP03-01.txt,699
GP03-02.txt,694
GP03-03.txt,838
GP03-04.txt,834
GP03-05.txt,1075
GP03-06.txt,1220
GP03-07.txt,1058
GP03-08.txt,1002
GP03-09.txt,928
GP03-10.txt,1236
GP04-01.txt,652
GP04-02.txt,1093
GP04-03.txt,729
GP04-04.txt,1055
GP04-05.txt,1072
GP04-06.txt,1040
GP04-07.txt,1267
GP04-08.txt,1248
GP04-09.txt,882
GP04-10.txt,961
GP05-01.txt,668
GP05-02.txt,958
GP05-03.txt,697
GP05-04.txt,1147
GP05-05.txt,1124
GP05-06.txt,1086
GP05-07.txt,700
GP05-08.txt,665
GP05-09.txt,533
GP05-10.txt,788
GP06-01.txt,1069
GP06-02.txt,641
GP06-03.txt,911
GP06-04.txt,568
GP06-05.txt,990
GP06-06.txt,1006
GP06-07.txt,525
GP06-08.txt,920
GP06-09.txt,1086
GP06-10.txt,1017
GP07-01.txt,942
GP07-02.txt,769
GP07-03.txt,733
GP07-04.txt,936
GP07-05.txt,913
GP07-06.txt,988
GP07-07.txt,432
GP07-08.txt,900
GP07-09.txt,944
GP07-10.txt,997
GP08-01.txt,1040
GP08-02.txt,1027
GP08-03.txt,868
GP08-04.txt,1012
GP08-05.txt,1000
GP08-06.txt,974
GP08-07.txt,1017
GP08-08.txt,1005
GP08-09.txt,900
GP08-10.txt,757
GP09-01.txt,998
GP09-02.txt,834
GP09-03.txt,1025
GP09-04.txt,1007
GP09-05.txt,857
GP09-06.txt,775
GP09-07.txt,943
GP09-08.txt,933
GP09-09.txt,800
GP09-10.txt,781
GP10-01.txt,1016
GP10-02.txt,929
GP10-03.txt,1037
GP10-04.txt,930
GP10-05.txt,1054
GP10-06.txt,1004
GP10-07.txt,954
GP10-08.txt,1035
GP10-09.txt,965
GP10-10.txt,934
